Species	Status	min_age	max_age
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Leiodorella_foliacea	extinct	155.7	161.2
Leiodorella_foliacea	extinct	155.7	161.2
Leiodorella_foliacea	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemidiastrum_stellatum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Cnemopeltia_rimulosum	extinct	155.7	161.2
Jereica	extinct	155.7	161.2
Jereica	extinct	155.7	161.2
Jereica	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_patella	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Hyalotragos_pezizoides	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Platychonia_schlotheimi	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Reiswigia_ramosa	extinct	155.7	161.2
Cylindrophyma_milleporata	extinct	155.7	161.2
Moretispongia_praegnans	extinct	161.2	164.7
Verruculina	extinct	161.2	164.7
Cnemidiastrum_stellatum	extinct	161.2	164.7
Cytoracia	extinct	161.2	164.7
Verruculina	extinct	161.2	164.7
Azorica	extinct	161.2	164.7
Cytoracia_variabilis	extinct	145	150.8
Sontheimia_parasitica	extinct	145	150.8
Rhizotetraclis_plana	extinct	145	150.8
Discodermia_polytylostoma	extinct	7.246	11.62
Pliegatella_genovefae	extinct	7.246	11.62
Plioboliopsis_hispanica	extinct	7.246	11.62
Cnemidiastrum_almeriae	extinct	7.246	11.62
Cucumaltina_placocephalus	extinct	7.246	11.62
Jereopsis_inaequalis	extinct	7.246	11.62
Jereopsis_fastigiata	extinct	7.246	11.62
Pleroma_leviorum	extinct	7.246	11.62
Pliegatella_genovefae	extinct	7.246	11.62
Trachydictya_pomeli	extinct	7.246	11.62
Plioboliopsis_hispanica	extinct	7.246	11.62
Cnemidiastrum_almeriae	extinct	7.246	11.62
Jereopsis_inaequalis	extinct	7.246	11.62
Discodermia_polytylostoma	extinct	7.246	11.62
Pliegatella_genovefae	extinct	7.246	11.62
Cnemidiastrum_almeriae	extinct	7.246	11.62
Cucumaltina_placocephalus	extinct	7.246	11.62
Jereopsis_inaequalis	extinct	7.246	11.62
Discodermia_polytylostoma	extinct	7.246	11.62
Pliegatella_genovefae	extinct	7.246	11.62
Trachydictya_pomeli	extinct	7.246	11.62
Cnemidiastrum_almeriae	extinct	7.246	11.62
Jereopsis_inaequalis	extinct	7.246	11.62
Theonellidae	extinct	11.62	13.82
Rhizomorina	extinct	11.62	13.82
Haplistion_arcticum	extinct	254.17	259.9
Haplistion_macroporum	extinct	254.17	259.9
Haplistion_hadrum	extinct	254.17	259.9
Haplistion_elongatum	extinct	254.17	259.9
Haplistion_elongatum	extinct	254.17	259.9
Chaunactis_kaera	extinct	254.17	259.9
Haplistion_arcticum	extinct	254.17	259.9
Haplistion_macroporum	extinct	254.17	259.9
Haplistion_hadrum	extinct	254.17	259.9
Haplistion_artiense	extinct	254.17	259.9
Haplistion_elongatum	extinct	254.17	259.9
Haplistion_aeluroglossa	extinct	254.17	259.9
Haplistion_skinneri	extinct	254.17	259.9
Chaunactis_kaera	extinct	254.17	259.9
Chaunactis_malkowskii	extinct	254.17	259.9
Ellesmerespongia_feildeni	extinct	279.3	298.9
Hazelina_bisbifurcata	extinct	38	41.3
Claytonia_rayi	extinct	38	41.3
Achrochordiella_vokesi	extinct	38	41.3
Claytonia_rayi	extinct	38	41.3
Anthaspidella_clintoni	extinct	468.1	471.8
Archaeoscyphia_pulchra	extinct	468.1	471.8
Calycocoelia_typicalis	extinct	468.1	471.8
Nevadocoelia_wistae	extinct	468.1	471.8
Nevadocoelia_grandis	extinct	468.1	471.8
Nevadocoelia_traini	extinct	468.1	471.8
Patellispongia_oculata	extinct	468.1	471.8
Streptosolen_nodosus	extinct	468.1	471.8
Streptosolen_occidentalis	extinct	468.1	471.8
Hesperocoelia_typicalis	extinct	468.1	471.8
Lissocoelia_ramosa	extinct	468.1	471.8
Verpaspongia_nodosa	extinct	468.1	471.8
Archaeoscyphia_bassleri	extinct	468.1	478.6
Archaeoscyphia_eganensis	extinct	468.1	478.6
Archaeoscyphia_pannosa	extinct	468.1	478.6
Archaeoscyphia_rossi	extinct	468.1	478.6
Calycocoelia_murella	extinct	468.1	478.6
Colinispongia_regularis	extinct	468.1	478.6
Egania_typicalis	extinct	468.1	478.6
Patellispongia_oculata	extinct	468.1	478.6
Patellispongia_brosiusae	extinct	468.1	478.6
Rugocoelia_eganensis	extinct	468.1	478.6
Streptosolen_mccafferyi	extinct	468.1	478.6
Lissocoelia_cylindrica	extinct	468.1	478.6
Archaeoscyphia_rossi	extinct	471.8	478.6
Colinispongia_regularis	extinct	471.8	488.3
Lissocoelia_cylindrica	extinct	471.8	488.3
Archaeoscyphia_minganensis	extinct	468.1	478.6
Archaeoscyphia_nana	extinct	468.1	478.6
Calycocoelia_perforata	extinct	468.1	478.6
Rhopalocoelia_clarkii	extinct	468.1	478.6
Rhopalocoelia_rama	extinct	468.1	478.6
Hudsonospongia_talacastensis	extinct	468.1	478.6
Aulocopium_sanjuanensis	extinct	468.1	478.6
Patellispongia_robusta	extinct	468.1	478.6
Anthaspidella_inornata	extinct	468.1	478.6
Anthaspidella_annulata	extinct	468.1	478.6
Anthaspidella_alveola	extinct	468.1	478.6
Talacastonia_chela	extinct	468.1	478.6
Calycocoelia_perforata	extinct	460.9	466
Aulocopium_sanjuanensis	extinct	460.9	466
Psarodictyum_magna	extinct	460.9	466
Archaeoscyphia_nana	extinct	468.1	478.6
Protachilleum_kayseri	extinct	468.1	478.6
Nexospongia_sillaensis	extinct	468.1	478.6
Allosaccus	extinct	457.5	471.8
Archaeoscyphia	extinct	457.5	471.8
Streptosolen_occidentalis	extinct	457.5	471.8
Calycocoelia_typicalis	extinct	457.5	471.8
Calycocoelia_typicalis	extinct	457.5	471.8
Lissocoelia_ramosa	extinct	457.5	471.8
Archaeoscyphia_mazourkaensis	extinct	457.5	471.8
Patellispongia_oculata	extinct	457.5	471.8
Hesperocoelia_undulata	extinct	457.5	471.8
Calycocoelia_typicalis	extinct	457.5	471.8
Patellispongia_oculata	extinct	457.5	471.8
Lissocoelia_ramosa	extinct	457.5	471.8
Calycocoelia_typicalis	extinct	457.5	471.8
Lewinia_cavernosa	extinct	443.7	449.5
Aulocopium_aurantium	extinct	443.7	449.5
Perissocoelia_habra	extinct	443.7	449.5
Yarrowigahia_brassicata	extinct	443.7	449.5
Gleesonia_porosa	extinct	443.7	449.5
Vandonia_clathrata	extinct	443.7	449.5
Astylostroma_micra	extinct	443.7	449.5
Haplistion_regularis	extinct	449.5	456.1
Warrigalia_robusta	extinct	449.5	456.1
Taplowia_ordinata	extinct	449.5	456.1
Lewinia_cavernosa	extinct	449.5	456.1
Lewinia_complanata	extinct	449.5	456.1
Boonderooia_spiculata	extinct	449.5	456.1
Cliefdenospongia_lamina	extinct	449.5	456.1
Archaeoscyphia_minganensis	extinct	449.5	456.1
Aulocopium_aurantium	extinct	449.5	456.1
Perissocoelia_habra	extinct	449.5	456.1
Patellispongia_australis	extinct	449.5	456.1
Psarodictyum_crassum	extinct	449.5	456.1
Amplaspongia_bulba	extinct	449.5	456.1
Amplaspongia_magnipora	extinct	449.5	456.1
Pseudopalmatohindia_digitata	extinct	449.5	456.1
Dunhillia_tubula	extinct	449.5	456.1
Dunhillia_cribrata	extinct	449.5	456.1
Dunhillia_multiporata	extinct	449.5	456.1
Dunhillia_apertura	extinct	449.5	456.1
Archaeoscyphia	extinct	473.9	476.8
Archaeoscyphia	extinct	456.1	467.3
Malongullospongia	extinct	456.1	467.3
Amplaspongia	extinct	456.1	460.9
Somersetella	extinct	423	427.4
Astylospongiella_striola	extinct	423	427.4
Haplistion	extinct	423	427.4
Antrospongia_aberrans	extinct	423	427.4
Aulocopium_nana	extinct	423	427.4
Dunhillia_megaporata	extinct	423	427.4
Dunhillia_pluraliporosa	extinct	423	427.4
Patellispongia	extinct	423	427.4
Perissocoelia_gelasinina	extinct	423	427.4
Psarodictyum_attenuatum	extinct	423	427.4
Somersetella_digitata	extinct	423	427.4
Somersetella_amplia	extinct	423	427.4
Astylospongiella_striola	extinct	423	427.4
Carpospongia_globosa	extinct	423	427.4
Haplistion	extinct	423	427.4
Parodospongia_euhydra	extinct	423	427.4
Dunhillia_pluraliporosa	extinct	427.4	433.4
Archaeoscyphia_minganensis	extinct	427.4	433.4
Patellispongia_alternata	extinct	427.4	433.4
Haplistion_frustrum	extinct	427.4	433.4
Archaeoscyphia_minganensis	extinct	427.4	433.4
Psarodictyum_attenuatum	extinct	427.4	433.4
Dunhillia_fistulosa	extinct	423	427.4
Dunhillia_pluraliporosa	extinct	423	427.4
Astylospongiella_striola	extinct	423	427.4
Archaeoscyphia_minganensis	extinct	423	427.4
Calycocoelia_micropora	extinct	423	427.4
Cauliculospongia_solida	extinct	423	427.4
Dunhillia_fistulosa	extinct	423	427.4
Dunhillia_megaporata	extinct	423	427.4
Perissocoelia_spinosa	extinct	423	427.4
Astylospongia_lutera	extinct	423	427.4
Astylospongiella_striola	extinct	423	427.4
Haplistion_cylindricum	extinct	423	427.4
Haplistion_minutum	extinct	423	427.4
Eochaunactis_radiata	extinct	423	427.4
Haplistionella_garnieri	extinct	423	427.4
Haplistionella_minitraba	extinct	423	427.4
Somersetella_conicula	extinct	423	427.4
Somersetella_digitata	extinct	423	427.4
Finksella_turbinata	extinct	423	427.4
Somersetella_conicula	extinct	423	427.4
Somersetella_digitata	extinct	423	427.4
Somersetella_conicula	extinct	423	427.4
Finksella_turbinata	extinct	423	427.4
Haplistion_minutum	extinct	423	427.4
Haplistion_creswelli	extinct	423	427.4
Incrassospongia_ramis	extinct	463.5	466
Multispongia_aspera	extinct	460.9	466
Archaeoscyphia_annulata	extinct	433.4	443.4
Aulocopella_winnipegensis	extinct	443.4	485.4
Hudsonospongia	extinct	443.7	449.5
Aulocopella_winnipegensis	extinct	443.7	449.5
Aulocopella_scelidos	extinct	449.5	460.9
Aulocopella_probolos	extinct	449.5	460.9
Aulocopella_dactylos	extinct	449.5	460.9
Phialaspongia_fossa	extinct	449.5	460.9
Camellaspongia_tumula	extinct	449.5	460.9
Phialaspongia_fossa	extinct	449.5	460.9
Phialaspongia_fossa	extinct	449.5	460.9
Craterospongiella_sinensis	extinct	458.4	467.3
Archaeoscyphia_tenuis	extinct	460.9	466
Archaeoscyphia_tenuis	extinct	458.4	467.3
Patellispongia_oculata	extinct	463.5	466
Archaeoscyphia_boltoni	extinct	443.4	445.2
Rankenella_hamdii	extinct	501	505
Hudsonospongia_irregularis	extinct	449.5	452
Aulocopella_winnipegensis	extinct	449.5	452
Patellispongia	extinct	449.5	452
Anthaspidella_mammulata	extinct	449.5	452
Edriospongia_basalis	extinct	449.5	452
Incrassospongia_rhipidos	extinct	449.5	460.9
Devonoscyphia_sandbergeri	extinct	372.2	382.7
Devonoscyphia_sandbergeri	extinct	372.2	382.7
Haplistion_sphaericum	extinct	298.9	323.2
Epiplastospongia_coactilis	extinct	449.5	460.9
Calycocoelia_typicalis	extinct	460.9	478.6
Vauxia_gracilenta	extinct	513	520
Haplistion_frustrum	extinct	430.5	433.4
Archaeoscyphia_annulata	extinct	430.5	433.4
Archaeoscyphia_attenuata	extinct	430.5	433.4
Archaeoscyphia_alternata	extinct	430.5	433.4
Archaeoscyphia_rectilinearis	extinct	430.5	433.4
Archaeoscyphia_scalaria	extinct	430.5	433.4
Patellispongia_alternata	extinct	430.5	433.4
Patellispongia_mackenziensis	extinct	430.5	433.4
Anthaspidellidae	extinct	430.5	433.4
Astylospongia_praemorsa	extinct	430.5	433.4
Carpospongia_castanea	extinct	430.5	433.4
Patellispongia_mackenziensis	extinct	430.5	433.4
Patellispongia_rugosa	extinct	430.5	433.4
Astylospongiidae	extinct	430.5	433.4
Patellispongia_alternata	extinct	430.5	433.4
Archaeoscyphia_annulata	extinct	430.5	433.4
Haplistion_frustrum	extinct	430.5	433.4
Archaeoscyphia_alternata	extinct	430.5	433.4
Carpospongia_castanea	extinct	430.5	433.4
Patellispongia_mackenziensis	extinct	430.5	433.4
Archaeoscyphia_rectilinearis	extinct	430.5	433.4
Carpospongia_castanea	extinct	430.5	433.4
Archaeoscyphia_rectilinearis	extinct	430.5	433.4
Patellispongia_alternata	extinct	430.5	433.4
Palaeomanon_cratera	extinct	430.5	433.4
Archaeoscyphia_rectilinearis	extinct	430.5	433.4
Patellispongia_mackenziensis	extinct	430.5	433.4
Archaeoscyphia_scalaria	extinct	430.5	433.4
Patellispongia_mackenziensis	extinct	430.5	433.4
Archaeoscyphia_annulata	extinct	430.5	433.4
Archaeoscyphia_attenuata	extinct	430.5	433.4
Archaeoscyphia_gislei	extinct	430.5	433.4
Archaeoscyphia_rectilinearis	extinct	430.5	433.4
Archaeoscyphia_scalaria	extinct	430.5	433.4
Patellispongia_alternata	extinct	430.5	433.4
Patellispongia_mackenziensis	extinct	430.5	433.4
Patellispongia_attenuata	extinct	430.5	433.4
Carpospongia_castanea	extinct	430.5	433.4
Archaeoscyphia_gislei	extinct	430.5	433.4
Patellispongia_rugosa	extinct	430.5	433.4
Carpospongia_castanea	extinct	430.5	433.4
Archaeoscyphia_attenuata	extinct	430.5	433.4
Archaeoscyphia_gislei	extinct	430.5	433.4
Somersetella_digitata	extinct	430.5	433.4
Archaeoscyphia_gislei	extinct	430.5	433.4
Archaeoscyphia_gislei	extinct	430.5	433.4
Archaeoscyphia_rectilinearis	extinct	430.5	433.4
Palaeomanon_cratera	extinct	430.5	433.4
Archaeoscyphia_alternata	extinct	430.5	433.4
Archaeoscyphia_gislei	extinct	430.5	433.4
Archaeoscyphia_attenuata	extinct	427.4	433.4
Carpospongia_castanea	extinct	427.4	433.4
Patellispongia_rugosa	extinct	430.5	433.4
Archaeoscyphia_annulata	extinct	430.5	433.4
Palaeomanon_cratera	extinct	430.5	433.4
Vauxia_bellula	extinct	505	513
Vauxia_bellula	extinct	505	513
Vauxia_gracilenta	extinct	505	513
Vauxia_gracilenta	extinct	505	513
Capsospongia_undulata	extinct	505	513
Vauxia_bellula	extinct	505	513
Vauxia_densa	extinct	505	513
Vauxia_irregulara	extinct	505	513
Vauxia_gracilenta	extinct	505	513
Vauxia_venata	extinct	505	513
Vauxia_bellula	extinct	505	513
Vauxia_gracilenta	extinct	505	513
Vauxia_bellula	extinct	505	513
Vauxia_bellula	extinct	505	513
Fieldospongia_bellilineata	extinct	505	513
Vauxia_bellula	extinct	505	513
Vauxia_bellula	extinct	505	513
Rankenella_mors	extinct	507	516
Rankenella_mors	extinct	507	516
Vauxia	extinct	501	513
Vauxia	extinct	501	513
Gallatinospongia_conica	extinct	485.4	501
Rankenella_mors	extinct	504	516
Vauxia_gracilenta	extinct	501	513
Vauxia_bellula	extinct	501	513
Vauxia_densa	extinct	501	513
Stromatomorpha_califormica	extinct	215.56	221.5
Allosaccus	extinct	443.4	485.4
Hudsonospongia	extinct	443.4	485.4
Haplistion_arcticum	extinct	254.17	259.9
Haplistion_arcticum	extinct	254.17	259.9
Haplistion_artiense	extinct	254.17	259.9
Haplistion_artiense	extinct	254.17	259.9
Haplistion_elongatum	extinct	254.17	259.9
Haplistion_aeluroglossa	extinct	254.17	259.9
Chaunactis_kaera	extinct	254.17	259.9
Chaunactis_kaera	extinct	254.17	259.9
Haplistion_orientale	extinct	254.17	259.9
Chaunactis_foliata	extinct	254.17	259.9
Haplistion_elongatum	extinct	254.17	259.9
Haplistion_festningensis	extinct	259.9	272.3
Phlyctia_expansa	extinct	38	41.3
Dactylites	extinct	182	183
Lithistida	extinct	70.6	83.5
Lithistida	extinct	89.3	93.5
Anthaspidella_lamellata	extinct	466	478.6
Archaeoscyphia	extinct	470	477.7
Archaeoscyphia	extinct	470	477.7
Archaeoscyphia	extinct	470	485.4
Lithistida	extinct	470	485.4
Lithistida	extinct	470	485.4
Lithistida	extinct	470	485.4
Calycocoelia	extinct	458.4	467.3
Archaeoscyphia	extinct	470	477.7
Calycocoelia	extinct	470	485.4
Anthaspidella	extinct	470	485.4
Archaeoscyphia_minganensis	extinct	458.4	470
Anthaspidella	extinct	470	477.7
Anthaspidella	extinct	470	477.7
Lithistida	extinct	15.97	23.03
Calycocoelia_typicalis	extinct	440.8	443.4
Stromatomorpha	extinct	205.6	212
Eospongia	extinct	457.5	466
Chenendopora_fungiformis	extinct	93.5	99.6
Eospongia	extinct	457.5	466
Eospongia	extinct	457.5	466
Eospongia	extinct	457.5	466
Eospongia	extinct	457.5	466
Eospongia	extinct	457.5	466
Siphonia	extinct	41.3	47.8
Rhoptrum	extinct	41.3	47.8
Corallistes_multiosculata	extinct	41.3	47.8
Corallistes	extinct	41.3	47.8
Ozotrachelus_conicus	extinct	41.3	47.8
Bolidium_bertii	extinct	41.3	47.8
Stachyspongia	extinct	41.3	47.8
Jereopsis_clavaeformis	extinct	41.3	47.8
Verruculina_ambigua	extinct	41.3	47.8
Platychonia	extinct	41.3	47.8
Laosciadia	extinct	89.3	93.5
Angulosuspongia_sinensis	extinct	501	513
Wilbernicyathus	extinct	485.4	498.5
Wilbernicyathus	extinct	485.4	498.5
Wilbernicyathus	extinct	485.4	498.5
Archaeoscyphia	extinct	468.1	485.4
Archaeoscyphia	extinct	470	485.4
Siphonia_pyriformis	extinct	93.9	113
Anthaspidellidae	extinct	485.4	501
Lithistida	extinct	485.4	501
Wilbernicyathus	extinct	485.4	501
Lithistida	extinct	443.4	445.2
Jerea_michieli	extinct	201.3	208.5
Archaeoscyphia_annulata	extinct	468.1	485.4
Pemmatites	extinct	290.1	295.5
Haplistion_arcticum	extinct	279.3	290.1
