usec,rovCtdDtg,rovCtdDtgFlag,vehicle,depth,depthFlag,temper,temperFlag,salin,salinFlag,oxyg,oxygFlag,light,lightFlag,sound,soundFlag,sigmatheta,sigmathetaFlag,lat,latFlag,lon,lonFlag
1348948110,09/29/2012 19:48:30,2,docr,2408.37,2,1.808,2,34.635,2,1.988,2,86.84,2,1497.329,2,27.7072,2,35.933069,2,-122.933553,2
1348948125,09/29/2012 19:48:45,2,docr,2407.87,2,1.801,2,34.635,2,1.986,2,86.85,2,1497.29,2,27.7077,2,35.93307366,2,-122.93356526,2
1348948140,09/29/2012 19:49:00,2,docr,2407.19,2,1.801,2,34.635,2,1.986,2,86.84,2,1497.278,2,27.7077,2,35.93307146,2,-122.93356846,2
1348948155,09/29/2012 19:49:15,2,docr,2406.89,2,1.802,2,34.635,2,1.985,2,86.84,2,1497.277,2,27.7076,2,35.933034,2,-122.933575,2
1348948170,09/29/2012 19:49:30,2,docr,2406.4,2,1.803,2,34.635,2,1.986,2,86.85,2,1497.273,2,27.7076,2,35.9330486,2,-122.93355866,2
1348948185,09/29/2012 19:49:45,2,docr,2405.42,2,1.803,2,34.635,2,1.986,2,86.84,2,1497.256,2,27.7076,2,35.93306126,2,-122.93355046,2
1348948200,09/29/2012 19:50:00,2,docr,2403.36,2,1.803,2,34.635,2,1.985,2,86.8,2,1497.221,2,27.7075,2,35.9330298,2,-122.9335436,2
1348948215,09/29/2012 19:50:15,2,docr,2401.69,2,1.803,2,34.635,2,1.984,2,86.84,2,1497.192,2,27.7075,2,35.9330262,2,-122.93353893,2
1348948230,09/29/2012 19:50:30,2,docr,2400.91,2,1.804,2,34.634,2,1.983,2,86.83,2,1497.181,2,27.7067,2,35.933037,2,-122.933544,2
1348948245,09/29/2012 19:50:45,2,docr,2400.32,2,1.804,2,34.634,2,1.98,2,86.85,2,1497.171,2,27.7066,2,35.933029,2,-122.93353933,2
1348948260,09/29/2012 19:51:00,2,docr,2399.24,2,1.804,2,34.634,2,1.981,2,86.85,2,1497.153,2,27.7066,2,35.93305326,2,-122.93355673,2
1348948275,09/29/2012 19:51:15,2,docr,2398.36,2,1.804,2,34.635,2,1.979,2,86.83,2,1497.139,2,27.7074,2,35.933083,2,-122.933583,2
1348948290,09/29/2012 19:51:30,2,docr,2397.57,2,1.805,2,34.634,2,1.978,2,86.85,2,1497.128,2,27.7066,2,35.933081,2,-122.9335522,2
1348948305,09/29/2012 19:51:45,2,docr,2397.47,2,1.805,2,34.634,2,1.977,2,86.85,2,1497.127,2,27.7066,2,35.93311386,2,-122.93355513,2
1348948320,09/29/2012 19:52:00,2,docr,2396.69,2,1.805,2,34.634,2,1.977,2,86.85,2,1497.113,2,27.7065,2,35.933166,2,-122.933569,2
1348948335,09/29/2012 19:52:15,2,docr,2396.29,2,1.806,2,34.635,2,1.977,2,86.82,2,1497.112,2,27.7073,2,35.93314966,2,-122.93354193,2
1348948350,09/29/2012 19:52:30,2,docr,2396,2,1.807,2,34.634,2,1.977,2,86.85,2,1497.11,2,27.7064,2,35.93316046,2,-122.9335348,2
1348948365,09/29/2012 19:52:45,2,docr,2395.8,2,1.807,2,34.634,2,1.975,2,86.85,2,1497.107,2,27.7064,2,35.933193,2,-122.933547,2
1348948380,09/29/2012 19:53:00,2,docr,2395.02,2,1.806,2,34.634,2,1.977,2,86.84,2,1497.089,2,27.7065,2,35.93317866,2,-122.9335368,2
1348948395,09/29/2012 19:53:15,2,docr,2394.14,2,1.807,2,34.634,2,1.975,2,86.84,2,1497.078,2,27.7064,2,35.93318913,2,-122.93354426,2
1348948410,09/29/2012 19:53:30,2,docr,2393.55,2,1.807,2,34.635,2,1.973,2,86.84,2,1497.069,2,27.7072,2,35.933236,2,-122.933579,2
1348948425,09/29/2012 19:53:45,2,docr,2393.06,2,1.808,2,34.634,2,1.971,2,86.84,2,1497.064,2,27.7063,2,35.93324333,2,-122.9335554,2
1348948440,09/29/2012 19:54:00,2,docr,2392.86,2,1.809,2,34.634,2,1.971,2,86.8,2,1497.065,2,27.7062,2,35.93324886,2,-122.9335442,2
1348948455,09/29/2012 19:54:15,2,docr,2392.76,2,1.809,2,34.634,2,1.969,2,86.84,2,1497.063,2,27.7062,2,35.933281,2,-122.933555,2
1348948470,09/29/2012 19:54:30,2,docr,2392.86,2,1.809,2,34.634,2,1.97,2,86.84,2,1497.065,2,27.7062,2,35.9333218,2,-122.93354366,2
1348948485,09/29/2012 19:54:45,2,docr,2392.86,2,1.809,2,34.634,2,1.969,2,86.84,2,1497.065,2,27.7062,2,35.93335153,2,-122.93354286,2
1348948500,09/29/2012 19:55:00,2,docr,2391.09,2,1.809,2,34.634,2,1.968,2,86.84,2,1497.034,2,27.7062,2,35.93339053,2,-122.9335498,2
1348948515,09/29/2012 19:55:15,2,docr,2389.23,2,1.811,2,34.634,2,1.969,2,86.83,2,1497.011,2,27.7061,2,35.9333818,2,-122.93352593,2
1348948530,09/29/2012 19:55:30,2,docr,2388.15,2,1.811,2,34.634,2,1.969,2,86.82,2,1496.992,2,27.706,2,35.93337453,2,-122.93351253,2
1348948545,09/29/2012 19:55:45,2,docr,2387.07,2,1.811,2,34.634,2,1.968,2,86.85,2,1496.973,2,27.706,2,35.933328,2,-122.933536,2
1348948560,09/29/2012 19:56:00,2,docr,2386.48,2,1.811,2,34.634,2,1.965,2,86.84,2,1496.963,2,27.706,2,35.93330866,2,-122.93354033,2
1348948575,09/29/2012 19:56:15,2,docr,2386.09,2,1.811,2,34.634,2,1.963,2,86.85,2,1496.956,2,27.706,2,35.933306,2,-122.933549,2
1348948590,09/29/2012 19:56:30,2,docr,2386.48,2,1.811,2,34.634,2,1.964,2,86.84,2,1496.963,2,27.706,2,35.93324653,2,-122.93350913,2
1348948605,09/29/2012 19:56:45,2,docr,2386.68,2,1.811,2,34.634,2,1.964,2,86.85,2,1496.967,2,27.706,2,35.9332048,2,-122.93348146,2
1348948620,09/29/2012 19:57:00,2,docr,2387.27,2,1.812,2,34.634,2,1.965,2,86.85,2,1496.981,2,27.706,2,35.93315,2,-122.933432,2
1348948635,09/29/2012 19:57:15,2,docr,2387.76,2,1.811,2,34.634,2,1.964,2,86.84,2,1496.985,2,27.706,2,35.93308813,2,-122.93340173,2
1348948650,09/29/2012 19:57:30,2,docr,2387.66,2,1.811,2,34.634,2,1.963,2,86.85,2,1496.984,2,27.706,2,35.9330498,2,-122.93339326,2
1348948665,09/29/2012 19:57:45,2,docr,2387.36,2,1.812,2,34.634,2,1.964,2,86.84,2,1496.983,2,27.706,2,35.932998,2,-122.933383,2
1348948680,09/29/2012 19:58:00,2,docr,2387.17,2,1.812,2,34.634,2,1.963,2,86.84,2,1496.979,2,27.706,2,35.9329852,2,-122.9333574,2
1348948695,09/29/2012 19:58:15,2,docr,2387.27,2,1.812,2,34.634,2,1.963,2,86.84,2,1496.981,2,27.706,2,35.93295973,2,-122.93332733,2
1348948710,09/29/2012 19:58:30,2,docr,2387.36,2,1.812,2,34.634,2,1.963,2,86.84,2,1496.983,2,27.706,2,35.9329,2,-122.933266,2
1348948725,09/29/2012 19:58:45,2,docr,2387.56,2,1.812,2,34.634,2,1.963,2,86.85,2,1496.986,2,27.706,2,35.9328752,2,-122.9332876,2
1348948740,09/29/2012 19:59:00,2,docr,2387.85,2,1.812,2,34.634,2,1.963,2,86.85,2,1496.991,2,27.706,2,35.9328626,2,-122.9332866,2
1348948755,09/29/2012 19:59:15,2,docr,2387.95,2,1.812,2,34.634,2,1.962,2,86.85,2,1496.993,2,27.706,2,35.93284,2,-122.933267,2
1348948770,09/29/2012 19:59:30,2,docr,2387.95,2,1.813,2,34.634,2,1.963,2,86.84,2,1496.997,2,27.7059,2,35.932819,2,-122.93325886,2
1348948785,09/29/2012 19:59:45,2,docr,2387.95,2,1.817,2,34.634,2,1.963,2,86.85,2,1497.015,2,27.7056,2,35.93281273,2,-122.9332624,2
1348948800,09/29/2012 20:00:00,2,docr,2387.66,2,1.814,2,34.634,2,1.963,2,86.84,2,1496.997,2,27.7058,2,35.93278713,2,-122.93325306,2
1348948815,09/29/2012 20:00:15,2,docr,2387.46,2,1.814,2,34.634,2,1.963,2,86.84,2,1496.993,2,27.7058,2,35.93278753,2,-122.93327213,2
1348948830,09/29/2012 20:00:30,2,docr,2387.66,2,1.818,2,34.633,2,1.962,2,86.85,2,1497.013,2,27.7047,2,35.93279126,2,-122.9332838,2
1348948845,09/29/2012 20:00:45,2,docr,2387.66,2,1.813,2,34.633,2,1.963,2,86.84,2,1496.991,2,27.7051,2,35.932788,2,-122.93328,2
1348948860,09/29/2012 20:01:00,2,docr,2387.66,2,1.813,2,34.634,2,1.963,2,86.85,2,1496.992,2,27.7059,2,35.93278673,2,-122.93330146,2
1348948875,09/29/2012 20:01:15,2,docr,2387.66,2,1.817,2,34.633,2,1.962,2,86.85,2,1497.009,2,27.7048,2,35.93278466,2,-122.93331433,2
1348948890,09/29/2012 20:01:30,2,docr,2387.36,2,1.816,2,34.634,2,1.963,2,86.85,2,1497,2,27.7057,2,35.93276413,2,-122.93327606,2
1348948905,09/29/2012 20:01:45,2,docr,2387.07,2,1.815,2,34.634,2,1.962,2,86.85,2,1496.991,2,27.7057,2,35.93277486,2,-122.93329513,2
1348948920,09/29/2012 20:02:00,2,docr,2386.87,2,1.815,2,34.634,2,1.962,2,86.84,2,1496.988,2,27.7057,2,35.932783,2,-122.933308,2
1348948935,09/29/2012 20:02:15,2,docr,2386.77,2,1.818,2,34.634,2,1.962,2,86.84,2,1496.999,2,27.7055,2,35.93275846,2,-122.93327066,2
1348948950,09/29/2012 20:02:30,2,docr,2386.77,2,1.823,2,34.634,2,1.961,2,86.83,2,1497.021,2,27.7052,2,35.93275926,2,-122.93328226,2
1348948965,09/29/2012 20:02:45,2,docr,2386.97,2,1.824,2,34.634,2,1.962,2,86.84,2,1497.029,2,27.7051,2,35.932759,2,-122.933298,2
1348948980,09/29/2012 20:03:00,2,docr,2386.97,2,1.824,2,34.633,2,1.962,2,86.84,2,1497.027,2,27.7043,2,35.93277086,2,-122.9333104,2
1348948995,09/29/2012 20:03:15,2,docr,2387.07,2,1.82,2,34.633,2,1.962,2,86.84,2,1497.012,2,27.7046,2,35.932765,2,-122.9333186,2
1348949010,09/29/2012 20:03:30,2,docr,2386.77,2,1.819,2,34.633,2,1.962,2,86.8,2,1497.002,2,27.7046,2,35.932746,2,-122.933322,2
1348949025,09/29/2012 20:03:45,2,docr,2384.52,2,1.815,2,34.633,2,1.959,2,86.84,2,1496.946,2,27.7049,2,35.93274273,2,-122.93329286,2
1348949040,09/29/2012 20:04:00,2,docr,2382.65,2,1.816,2,34.633,2,1.956,2,86.85,2,1496.918,2,27.7048,2,35.93274493,2,-122.93329226,2
1348949055,09/29/2012 20:04:15,2,docr,2381.97,2,1.817,2,34.633,2,1.953,2,86.85,2,1496.91,2,27.7048,2,35.932748,2,-122.933304,2
1348949070,09/29/2012 20:04:30,2,docr,2381.57,2,1.817,2,34.633,2,1.95,2,86.84,2,1496.904,2,27.7048,2,35.9327914,2,-122.93331426,2
1348949085,09/29/2012 20:04:45,2,docr,2381.28,2,1.817,2,34.633,2,1.949,2,86.86,2,1496.898,2,27.7048,2,35.9328036,2,-122.9333122,2
1348949100,09/29/2012 20:05:00,2,docr,2380.89,2,1.817,2,34.633,2,1.949,2,86.85,2,1496.892,2,27.7048,2,35.932817,2,-122.93329,2
1348949115,09/29/2012 20:05:15,2,docr,2380.2,2,1.817,2,34.633,2,1.949,2,86.84,2,1496.88,2,27.7048,2,35.9328226,2,-122.93329886,2
1348949130,09/29/2012 20:05:30,2,docr,2379.61,2,1.817,2,34.633,2,1.949,2,86.85,2,1496.87,2,27.7048,2,35.93282566,2,-122.93331186,2
1348949145,09/29/2012 20:05:45,2,docr,2378.92,2,1.815,2,34.633,2,1.951,2,86.85,2,1496.849,2,27.7049,2,35.932825,2,-122.933336,2
1348949160,09/29/2012 20:06:00,2,docr,2377.84,2,1.815,2,34.633,2,1.953,2,86.82,2,1496.83,2,27.7049,2,35.93285673,2,-122.93336933,2
1348949175,09/29/2012 20:06:15,2,docr,2375.78,2,1.817,2,34.633,2,1.952,2,86.84,2,1496.804,2,27.7047,2,35.93286833,2,-122.93339026,2
1348949190,09/29/2012 20:06:30,2,docr,2373.03,2,1.819,2,34.632,2,1.947,2,86.85,2,1496.764,2,27.7038,2,35.93287266,2,-122.93345353,2
1348949205,09/29/2012 20:06:45,2,docr,2370.48,2,1.819,2,34.632,2,1.944,2,86.84,2,1496.72,2,27.7037,2,35.93290793,2,-122.93346306,2
1348949220,09/29/2012 20:07:00,2,docr,2367.44,2,1.819,2,34.633,2,1.942,2,86.85,2,1496.669,2,27.7045,2,35.93293313,2,-122.93346626,2
1348949235,09/29/2012 20:07:15,2,docr,2363.91,2,1.822,2,34.632,2,1.939,2,86.84,2,1496.619,2,27.7035,2,35.9328862,2,-122.9334722,2
1348949250,09/29/2012 20:07:30,2,docr,2360.76,2,1.825,2,34.631,2,1.932,2,86.85,2,1496.577,2,27.7024,2,35.93290186,2,-122.93352086,2
1348949265,09/29/2012 20:07:45,2,docr,2357.53,2,1.826,2,34.631,2,1.927,2,86.85,2,1496.526,2,27.7023,2,35.932923,2,-122.933562,2
1348949280,09/29/2012 20:08:00,2,docr,2354.19,2,1.827,2,34.631,2,1.924,2,86.86,2,1496.473,2,27.7022,2,35.93296146,2,-122.9335762,2
1348949295,09/29/2012 20:08:15,2,docr,2351.05,2,1.828,2,34.631,2,1.918,2,86.85,2,1496.423,2,27.7021,2,35.93296866,2,-122.93360753,2
1348949310,09/29/2012 20:08:30,2,docr,2347.61,2,1.83,2,34.631,2,1.912,2,86.86,2,1496.372,2,27.702,2,35.932974,2,-122.933639,2
1348949325,09/29/2012 20:08:45,2,docr,2344.18,2,1.833,2,34.63,2,1.909,2,86.86,2,1496.325,2,27.7009,2,35.93302173,2,-122.93364393,2
1348949340,09/29/2012 20:09:00,2,docr,2342.41,2,1.834,2,34.63,2,1.905,2,86.86,2,1496.299,2,27.7008,2,35.93302213,2,-122.93364373,2
1348949355,09/29/2012 20:09:15,2,docr,2343,2,1.833,2,34.63,2,1.904,2,86.87,2,1496.305,2,27.7009,2,35.933012,2,-122.93364,2
1348949370,09/29/2012 20:09:30,2,docr,2343.78,2,1.832,2,34.63,2,1.904,2,86.87,2,1496.314,2,27.701,2,35.93302626,2,-122.9336704,2
1348949385,09/29/2012 20:09:45,2,docr,2343.1,2,1.833,2,34.63,2,1.904,2,86.85,2,1496.306,2,27.7009,2,35.9330304,2,-122.93367286,2
1348949400,09/29/2012 20:10:00,2,docr,2341.43,2,1.835,2,34.63,2,1.904,2,86.87,2,1496.286,2,27.7008,2,35.93308,2,-122.933709,2
1348949415,09/29/2012 20:10:15,2,docr,2337.89,2,1.839,2,34.629,2,1.898,2,86.87,2,1496.242,2,27.6996,2,35.9330126,2,-122.9336582,2
1348949430,09/29/2012 20:10:30,2,docr,2333.77,2,1.841,2,34.629,2,1.89,2,86.88,2,1496.179,2,27.6995,2,35.9329926,2,-122.9336528,2
1348949445,09/29/2012 20:10:45,2,docr,2329.55,2,1.844,2,34.628,2,1.883,2,86.89,2,1496.118,2,27.6984,2,35.933022,2,-122.933687,2
1348949460,09/29/2012 20:11:00,2,docr,2325.43,2,1.845,2,34.628,2,1.877,2,86.9,2,1496.052,2,27.6983,2,35.9330014,2,-122.93364513,2
1348949475,09/29/2012 20:11:15,2,docr,2321.89,2,1.85,2,34.628,2,1.87,2,86.89,2,1496.013,2,27.6979,2,35.93299373,2,-122.93363073,2
1348949490,09/29/2012 20:11:30,2,docr,2318.36,2,1.851,2,34.628,2,1.864,2,86.91,2,1495.956,2,27.6978,2,35.933018,2,-122.93363046,2
1348949505,09/29/2012 20:11:45,2,docr,2317.28,2,1.853,2,34.627,2,1.862,2,86.91,2,1495.945,2,27.6969,2,35.933026,2,-122.93363906,2
1348949520,09/29/2012 20:12:00,2,docr,2316.59,2,1.854,2,34.627,2,1.86,2,86.91,2,1495.938,2,27.6968,2,35.9330358,2,-122.93364853,2
1348949535,09/29/2012 20:12:15,2,docr,2316.39,2,1.854,2,34.628,2,1.86,2,86.91,2,1495.936,2,27.6976,2,35.93301913,2,-122.9336246,2
1348949550,09/29/2012 20:12:30,2,docr,2313.35,2,1.855,2,34.627,2,1.859,2,86.91,2,1495.886,2,27.6967,2,35.93299593,2,-122.9336048,2
1348949565,09/29/2012 20:12:45,2,docr,2308.93,2,1.856,2,34.627,2,1.856,2,86.9,2,1495.815,2,27.6966,2,35.93298013,2,-122.9335944,2
1348949580,09/29/2012 20:13:00,2,docr,2304.81,2,1.86,2,34.626,2,1.851,2,86.9,2,1495.76,2,27.6955,2,35.932968,2,-122.9335652,2
1348949595,09/29/2012 20:13:15,2,docr,2300.68,2,1.861,2,34.626,2,1.846,2,86.9,2,1495.693,2,27.6954,2,35.93296446,2,-122.93355933,2
1348949610,09/29/2012 20:13:30,2,docr,2297.25,2,1.863,2,34.626,2,1.844,2,86.91,2,1495.643,2,27.6952,2,35.93295,2,-122.933555,2
1348949625,09/29/2012 20:13:45,2,docr,2293.22,2,1.864,2,34.626,2,1.839,2,86.9,2,1495.578,2,27.6951,2,35.93297293,2,-122.93351126,2
1348949640,09/29/2012 20:14:00,2,docr,2289.69,2,1.87,2,34.626,2,1.835,2,86.9,2,1495.543,2,27.6946,2,35.93298686,2,-122.93353933,2
1348949655,09/29/2012 20:14:15,2,docr,2286.35,2,1.872,2,34.625,2,1.826,2,86.92,2,1495.493,2,27.6936,2,35.932998,2,-122.933583,2
1348949670,09/29/2012 20:14:30,2,docr,2283.31,2,1.875,2,34.625,2,1.822,2,86.92,2,1495.454,2,27.6934,2,35.93303253,2,-122.93355593,2
1348949685,09/29/2012 20:14:45,2,docr,2283.01,2,1.876,2,34.625,2,1.819,2,86.92,2,1495.453,2,27.6933,2,35.93302073,2,-122.9335456,2
1348949700,09/29/2012 20:15:00,2,docr,2283.7,2,1.876,2,34.625,2,1.819,2,86.92,2,1495.465,2,27.6933,2,35.932996,2,-122.933534,2
1348949715,09/29/2012 20:15:15,2,docr,2283.7,2,1.879,2,34.625,2,1.819,2,86.91,2,1495.478,2,27.6931,2,35.9330168,2,-122.9335612,2
1348949730,09/29/2012 20:15:30,2,docr,2283.89,2,1.875,2,34.625,2,1.819,2,86.91,2,1495.464,2,27.6934,2,35.93301853,2,-122.93356966,2
1348949745,09/29/2012 20:15:45,2,docr,2284.19,2,1.879,2,34.625,2,1.819,2,86.93,2,1495.487,2,27.6931,2,35.933028,2,-122.933583,2
1348949760,09/29/2012 20:16:00,2,docr,2284.19,2,1.875,2,34.624,2,1.819,2,86.93,2,1495.468,2,27.6926,2,35.93301653,2,-122.93360086,2
1348949775,09/29/2012 20:16:15,2,docr,2284.39,2,1.882,2,34.625,2,1.818,2,86.92,2,1495.503,2,27.6929,2,35.93301473,2,-122.9336072,2
1348949790,09/29/2012 20:16:30,2,docr,2284.39,2,1.877,2,34.624,2,1.819,2,86.92,2,1495.48,2,27.6925,2,35.933,2,-122.933591,2
1348949805,09/29/2012 20:16:45,2,docr,2284.39,2,1.876,2,34.625,2,1.819,2,86.93,2,1495.477,2,27.6933,2,35.9329904,2,-122.93359566,2
1348949820,09/29/2012 20:17:00,2,docr,2284.78,2,1.878,2,34.626,2,1.818,2,86.93,2,1495.494,2,27.694,2,35.93297953,2,-122.9335896,2
1348949835,09/29/2012 20:17:15,2,docr,2285.07,2,1.882,2,34.624,2,1.819,2,86.93,2,1495.514,2,27.6921,2,35.9329726,2,-122.93359666,2
1348949850,09/29/2012 20:17:30,2,docr,2284.58,2,1.878,2,34.625,2,1.817,2,86.91,2,1495.489,2,27.6932,2,35.93296013,2,-122.933593,2
1348949865,09/29/2012 20:17:45,2,docr,2283.11,2,1.878,2,34.625,2,1.814,2,86.92,2,1495.464,2,27.6932,2,35.93294453,2,-122.93357986,2
1348949880,09/29/2012 20:18:00,2,docr,2282.72,2,1.881,2,34.625,2,1.812,2,86.92,2,1495.47,2,27.693,2,35.932974,2,-122.933605,2
1348949895,09/29/2012 20:18:15,2,docr,2282.91,2,1.876,2,34.624,2,1.813,2,86.92,2,1495.45,2,27.6925,2,35.9329458,2,-122.93360533,2
1348949910,09/29/2012 20:18:30,2,docr,2282.62,2,1.876,2,34.625,2,1.817,2,86.93,2,1495.446,2,27.6933,2,35.93292446,2,-122.93360946,2
1348949925,09/29/2012 20:18:45,2,docr,2281.64,2,1.875,2,34.625,2,1.818,2,86.91,2,1495.425,2,27.6934,2,35.9329246,2,-122.9336088,2
1348949940,09/29/2012 20:19:00,2,docr,2281.05,2,1.876,2,34.625,2,1.818,2,86.92,2,1495.419,2,27.6933,2,35.93291153,2,-122.93359793,2
1348949955,09/29/2012 20:19:15,2,docr,2280.36,2,1.881,2,34.625,2,1.817,2,86.91,2,1495.429,2,27.6929,2,35.932911,2,-122.9336,2
1348949970,09/29/2012 20:19:30,2,docr,2276.92,2,1.883,2,34.624,2,1.809,2,86.92,2,1495.378,2,27.692,2,35.93290413,2,-122.9335924,2
1348949985,09/29/2012 20:19:45,2,docr,2274.17,2,1.886,2,34.624,2,1.8,2,86.92,2,1495.344,2,27.6917,2,35.93291406,2,-122.93358473,2
1348950000,09/29/2012 20:20:00,2,docr,2271.52,2,1.886,2,34.623,2,1.797,2,86.92,2,1495.297,2,27.6909,2,35.932927,2,-122.933577,2
1348950015,09/29/2012 20:20:15,2,docr,2268.87,2,1.888,2,34.623,2,1.792,2,86.91,2,1495.26,2,27.6907,2,35.93292273,2,-122.9335898,2
1348950030,09/29/2012 20:20:30,2,docr,2266.02,2,1.894,2,34.623,2,1.787,2,86.92,2,1495.237,2,27.6903,2,35.932939,2,-122.93358193,2
1348950045,09/29/2012 20:20:45,2,docr,2264.25,2,1.896,2,34.622,2,1.779,2,86.91,2,1495.214,2,27.6893,2,35.932954,2,-122.933562,2
1348950060,09/29/2012 20:21:00,2,docr,2264.94,2,1.897,2,34.622,2,1.779,2,86.92,2,1495.23,2,27.6892,2,35.9329388,2,-122.93356913,2
1348950075,09/29/2012 20:21:15,2,docr,2263.08,2,1.896,2,34.622,2,1.777,2,86.91,2,1495.194,2,27.6893,2,35.93294406,2,-122.93358233,2
1348950090,09/29/2012 20:21:30,2,docr,2258.95,2,1.898,2,34.622,2,1.773,2,86.92,2,1495.132,2,27.6891,2,35.932961,2,-122.933595,2
1348950105,09/29/2012 20:21:45,2,docr,2255.81,2,1.899,2,34.622,2,1.77,2,86.92,2,1495.082,2,27.689,2,35.9329734,2,-122.933594,2
1348950120,09/29/2012 20:22:00,2,docr,2252.67,2,1.901,2,34.621,2,1.767,2,86.91,2,1495.035,2,27.6881,2,35.93298686,2,-122.9336034,2
1348950135,09/29/2012 20:22:15,2,docr,2249.43,2,1.903,2,34.621,2,1.763,2,86.92,2,1494.988,2,27.6879,2,35.933031,2,-122.933639,2
1348950150,09/29/2012 20:22:30,2,docr,2246.09,2,1.904,2,34.62,2,1.76,2,86.92,2,1494.934,2,27.687,2,35.93301413,2,-122.93361486,2
1348950165,09/29/2012 20:22:45,2,docr,2242.16,2,1.904,2,34.621,2,1.756,2,86.92,2,1494.868,2,27.6878,2,35.9330156,2,-122.9336086,2
1348950180,09/29/2012 20:23:00,2,docr,2239.51,2,1.907,2,34.621,2,1.755,2,86.91,2,1494.835,2,27.6875,2,35.93304173,2,-122.93359326,2
1348950195,09/29/2012 20:23:15,2,docr,2236.95,2,1.905,2,34.621,2,1.755,2,86.93,2,1494.782,2,27.6877,2,35.93306233,2,-122.93359433,2
1348950210,09/29/2012 20:23:30,2,docr,2234.4,2,1.907,2,34.62,2,1.754,2,86.92,2,1494.746,2,27.6867,2,35.93307833,2,-122.9336004,2
1348950225,09/29/2012 20:23:45,2,docr,2231.75,2,1.908,2,34.621,2,1.753,2,86.92,2,1494.706,2,27.6874,2,35.933104,2,-122.933609,2
1348950240,09/29/2012 20:24:00,2,docr,2228.61,2,1.911,2,34.62,2,1.75,2,86.91,2,1494.664,2,27.6863,2,35.93308953,2,-122.9336092,2
1348950255,09/29/2012 20:24:15,2,docr,2225.46,2,1.913,2,34.62,2,1.745,2,86.91,2,1494.619,2,27.6862,2,35.93307533,2,-122.93360933,2
1348950270,09/29/2012 20:24:30,2,docr,2222.12,2,1.918,2,34.62,2,1.739,2,86.91,2,1494.583,2,27.6858,2,35.93307173,2,-122.93359653,2
1348950285,09/29/2012 20:24:45,2,docr,2219.27,2,1.923,2,34.619,2,1.733,2,86.92,2,1494.555,2,27.6846,2,35.93308926,2,-122.93359853,2
1348950300,09/29/2012 20:25:00,2,docr,2216.52,2,1.925,2,34.619,2,1.727,2,86.91,2,1494.516,2,27.6844,2,35.933104,2,-122.93359,2
1348950315,09/29/2012 20:25:15,2,docr,2213.38,2,1.925,2,34.619,2,1.726,2,86.91,2,1494.462,2,27.6844,2,35.93314633,2,-122.93357433,2
1348950330,09/29/2012 20:25:30,2,docr,2210.04,2,1.925,2,34.619,2,1.725,2,86.91,2,1494.405,2,27.6844,2,35.93315066,2,-122.93357606,2
1348950345,09/29/2012 20:25:45,2,docr,2206.5,2,1.926,2,34.618,2,1.724,2,86.91,2,1494.347,2,27.6835,2,35.933156,2,-122.933577,2
1348950360,09/29/2012 20:26:00,2,docr,2203.07,2,1.928,2,34.618,2,1.72,2,86.91,2,1494.297,2,27.6833,2,35.93316893,2,-122.93355793,2
1348950375,09/29/2012 20:26:15,2,docr,2199.53,2,1.929,2,34.618,2,1.718,2,86.91,2,1494.24,2,27.6832,2,35.93317493,2,-122.9335552,2
1348950390,09/29/2012 20:26:30,2,docr,2195.99,2,1.931,2,34.618,2,1.716,2,86.91,2,1494.188,2,27.683,2,35.93316,2,-122.933553,2
1348950405,09/29/2012 20:26:45,2,docr,2192.46,2,1.934,2,34.618,2,1.712,2,86.91,2,1494.141,2,27.6828,2,35.93318273,2,-122.93354433,2
1348950420,09/29/2012 20:27:00,2,docr,2187.94,2,1.938,2,34.617,2,1.71,2,86.91,2,1494.079,2,27.6816,2,35.93318073,2,-122.93353353,2
1348950435,09/29/2012 20:27:15,2,docr,2185.29,2,1.94,2,34.617,2,1.703,2,86.87,2,1494.042,2,27.6815,2,35.933173,2,-122.933509,2
1348950450,09/29/2012 20:27:30,2,docr,2182.73,2,1.943,2,34.617,2,1.698,2,86.91,2,1494.012,2,27.6812,2,35.93316393,2,-122.93348646,2
1348950465,09/29/2012 20:27:45,2,docr,2181.06,2,1.946,2,34.616,2,1.692,2,86.91,2,1493.995,2,27.6802,2,35.9331708,2,-122.9334804,2
1348950480,09/29/2012 20:28:00,2,docr,2179.2,2,1.946,2,34.616,2,1.689,2,86.92,2,1493.963,2,27.6802,2,35.933207,2,-122.933501,2
1348950495,09/29/2012 20:28:15,2,docr,2175.86,2,1.949,2,34.616,2,1.686,2,86.91,2,1493.918,2,27.6799,2,35.933184,2,-122.9334694,2
1348950510,09/29/2012 20:28:30,2,docr,2172.71,2,1.953,2,34.615,2,1.681,2,86.91,2,1493.88,2,27.6788,2,35.933184,2,-122.9334564,2
1348950525,09/29/2012 20:28:45,2,docr,2169.67,2,1.958,2,34.615,2,1.675,2,86.91,2,1493.85,2,27.6784,2,35.93322346,2,-122.93346,2
1348950540,09/29/2012 20:29:00,2,docr,2166.92,2,1.963,2,34.615,2,1.674,2,86.91,2,1493.825,2,27.678,2,35.93321326,2,-122.93345153,2
1348950555,09/29/2012 20:29:15,2,docr,2164.56,2,1.967,2,34.615,2,1.675,2,86.9,2,1493.802,2,27.6777,2,35.9332014,2,-122.9334378,2
